HouseholdCommercialShipID,TotalsampleweightKG,Amountwillingtopayforrubbishbag,Amountwillingtopayforwastecollection,AreaorIslandName,Collectionservicerating,DailyDiet1,DailyDiet2,DailyDiet3,Diet1source,Diet2source,Diet3source,Electricityexpensesper,EstimatedMonthlyIncome,GarbageCollectionType,GroceryexpensesUS,Groceryexpensesper,HouseOwnership,HouseholdGPSlatitude,HouseholdGPSlongitude,Incomesource,InformationreceivedaboutWasteCollectionServices,MonthlyIncomeUS,NumberofBins,Numberofemployedpeopleinfamily,Numberofpeopleinhousehold,Radio,Reasonforrating,RecordID,Softdrinkcansperweek,Suggestionsforimprovement,Supportforlevy,Supportforrubbishbag,SurveyDate,Totalelectricityexpenses,Transportationexpensesper,Transportationexpensestotal,WasteDisposalMethodBulky,WasteDisposalMethodGeneral,WasteDisposalMethodNappies,WasteDisposalMethodGreen,WasteLevelwhencollectionarrives,Wasteburned,Waterbottlesperweek,Weather,WeeklyElectricityexpenses,WeeklyGroceryExpenses,WeeklyTransportationExpenses,GeneralWasteCollect,GreenWasteCollect,SanitaryWasteCollect,BulkyWasteCollect,GeneralWasteTransport,GreenWasteTransport,SanitaryWasteTransport,BulkyWasteTransport,GeneralWasteDump,GreenWasteDump,SanitaryWasteDump,BulkyWasteDump,GeneralWasteBury,GreenWasteBury,SanitaryWasteBury,BulkyWasteBury,GeneralWasteBurn,GreenWasteBurn,SanitaryWasteBurn,BulkyWasteBurn,GeneralWasteWater,GreenWasteWater,SanitaryWasteWater,BulkyWasteWater,Collect,ïHouseholdCommercialShipID
LV05_Van,4.72,Yes it is reasonable,2&000vt,Luganville,7,Milk& bread and chesse,Veggies and fruit ,,Buy,Buy,,Week,,User Pays,263.2689,Week,Rent,-15.51527,167.20907,Manager,F.B.,,3,1,,No,Sometimes on pulic holidays the rubbish is not collected until late.,107,,Please collect rubbish the following day& after a public holiday,Yes& I would support the plan,Yes& but more education on the benefits of using the system,19/11/2018,6000,Week,,take to tip,Red bag,,Compost,Full,,,Sunny,,30000,8000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
LV04_Van,2.18,50vt,1&000vt,Luganville,6,Rice/ Island food,Local Food,,Buy,Buy,,Month,10000,User Pays,14.26039875,Month,Own,-15.51510,167.20951,Sheep crew,Heard from neghbour,87.7563,No. only,1,4,Phone radio,good for the effort& but could be better,108,0.5,Better structured to protect rubbish from weather or dogs,Yes,Yes,19/11/2018,320,Week,,Store it,Red Bag,,Red Bag,half,Leaf/ grass,1.5,,,1625,900,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
LV03_Van,4.592,100vt is ok,1&000vt,Luganville,9,Fruit and veg/ oats,Meat,Pineapple,Buy,Buy,Produce,Month,,User Pays,109.695375,Month,Own,-15.51530,167.21030,0,Hamout pamphlet,,Only bag,Retired,2,Yes,Comes weekly& always take the bags,109,0,No. Happy with the system,Yes,yes,19/11/2018,7000,Week,,take to tip,red bag,,Give to neighbours compost,Half,Leaves,,Sunny,,12500,2500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
LV01_Van,4.236,40-50vt,1&000vt,Luganville,9,Noodles/ rice ,Local Food,,Buy,Buy,,Month,,User Pays,87.7563,,Own,-15.51360,167.21330,Rental car and sales,,,1 Bin 240L,1,1,No& only tv,Always comes little issues,110,24,,Yes,Yes,19/11/2018,15000,Week,,,Red Bag,,Compost,Full,Noodles/ rice ,,Sunny,,10000,900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
H15_Van,10.554,,,Port Vila,7.5,Bread/ Rice,Manihot blano,Pinned fish,Buy,Buy,buy,2 weeks,20000,User Pays,43.87815,,,-17.71837,168.32161,Employment + selling drinks,,175.5126,Yellow bag 1 bag/ week,1 daughter + mother selling sweetened drinks,6,Phone,Service is good so far only for osttaputs (Dump additional safety),113,8,,Yes& highly support any plans to introduce a waile lung.,,,3000,,,Hardly have any,Bag for collection,bag for colelction,Burn ,Full (1) week,,6,Sunny,,5000,1000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,
H12_Van,15.818,,,Port Vila,,Bread ,Rice,Tuna,Buy,Buy,Buy,,25000,User Pays,52.65378,Week,Own,-17.72309,168.32256,Bus business,Radio - phone,219.39075,Yellow (4 filled bags/ week),2,,Yes - phone,,114,3,,Support any initative that helps to recycle waste. Good to reduce waste by providing recycling ,,,,,,Recyclable corp/ hire a truck private,Bag for collection,Bag for collection,Burn,Full,,,,,6000,3000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,
H10_Van,9.73,,,Port Vila,6,Rice ,Chickens,Koumala,,,,,50000,User Pays,87.7563,,Own and Rent,-17.72346,168.32231,Works& Gardening,Usual collection days,438.7815,No - yellow bag,1,4,Phone radio,Sometimes do not take all the rubbish,115,1,Need more trucks to improve the service,Yes & to stop littering problem in the contry,,,1000,,,Recycle corp,Yellow bags,Bag yellow,Disposed backyard,2 - full,Yes - green waste,5,Sunny and raining,,10000,10000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
H05_Van,5.986,,,Port Vila,5,Rice,Bread,Manihot,Buy,Buy,Buy,Month,80000,User Pays,70.20504,Week,Own,-17.72134,168.32311,,Radio social media,702.0504,2 bags per collection,4,10,Phone radio,Sometime only 1 collection a week,116,1,Safetygear (PPE) for workers,Yes& reduce the generated waste. Pick uo the other waste. Expersive to pay private contractor to pick up the rubbish,,,10000,Week,,Recycle corp,Bag,Bag,Bag/ Burn,Full bags,Yes - timber& green waste once a week.,,Fire/ sunny,,8000,15000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,
SHR01_Van,36.7,50vt,Yes ,Shefa Rural,10,Groceries,Store,Clothes,Buy,Buy,Buy,,25000,Rates,87.7563,,Rent,-17.71365,168.29734,Council,Radio,219.39075,1,4,8,Yes,They come frequently,117,4,,Yes. If you could make this happen in vanuatu itd be for the better,Yes,11/10/2018,1500,Day,,Burn,Bin,Dig hole and bury,Bin,Overload,Yes,1,Raining,,10000,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,
SHR02_Van,13.124,20vt is best,Hard to say because it is community run,Shefa Rural,5,Groceries Market,Super Market,,Buy,Buy,,Month,50000,Rates,5.265378,,Own,-17.71365,168.29734,Bus driver& cleaner& Nakamal,In person,438.7815,one,3,6,No& only TV,Fairly satisfied but think could better,118,2.5,Free service of plastic bag,Yes ,Yes ,11/10/2018,1000,,,Bin collection,Bin collection,Bin collection,Compost area is too full& now put in rubbish bag,Overload,Carboard and leaves,2,Sunny and Raining,,600,600,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,
SHR03_Van,15.092,20vt / bag,1&000vt,Shefa Rural,10,Market,Super Market,,Produce and buy,Buy,,,100000,Rates,13.163445,,Own,-17.71365,168.29734,Government& Construction ,,877.563,3,2,7,Yes,Pick up every day,119,3,No,Yes& think it is good to have this or awareness,Yes,11/10/2018,300,,,Bin pET to nakamol,Bin pET to nakamol,Wash and Bin,Burn& compost,Fills 3 bins,Yes,10,Sunny and Raining,,1500,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
SHR04_Van,7.224,50/bag,Free,Shefa Rural,9,Shop-Market ,Homegrown,,Buy,Produce,,Month,40000,Rates,17.55126,Week,Own,-17.71365,168.29734,Carpenter,Yes& in person& private co. came to them,351.0252,1,1,5,No,Comes one day a week and takes rubbish,120,1,Better is 2days in 1 week,Yes& good idea,Yes& in person& private co. came to them,11/10/2018,5500,Day,,Bin,Bin,Bin,Pig,Overload,Leaf& Plastic,0,Sunny and windy,,2000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SHR05_Van,16.244,Yes good idea. She would like a greater community involement and do more surveys more frequently,Yes,Shefa Rural,10,Market,Supermarket,Store,Produce and buy,,,Month,40000,Rates,21.939075,,Own,-17.71330,168.29775,Numba 2 petrol station. Driver& cleaner,In person& yes,351.0252,1,2,3,Yes and TV,Come 1 time 1 week is good service,121,1,Free (Don't want to pay),,20-30Vt/ bag,11/10/2018,4500,Walk,,Bin,Bin,No use,Compost,Half capacity,Yes,2.5,Sunny,,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SHR06_Van,22.07,20vt,400vt,Shefa Rural,9,Garden,Store,Market,Produce,Buy,Buy,,60000,Rates,87.7563,Week,Own,-17.71330,168.29775,Aus Gov. Pickers& Shop (x2),3rd party group,526.5378,3,3,10,Yes,No pay anything,122,14,Wants competition so can choose best option,Yes& Would encourage people to collect and earn money. Would love it if this could start ASAP,,11/10/2018,,,,Bin ,Bin ,Wash then Bin,Compost& pig,Overload,No,7,Sunny,,10000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SHR07_Van,7.601,40,in the bag,Shefa Rural,8,Market,Super Market,Karen,Produce and Buy,Produce and Buy,Produce and Buy,,7000,Rates,70.20504,,Own,-17.71330,168.29775,Bus driver,Yes (Radio),61.42941,1,3,,No& TV only,Happy,123,2,is good,Is good then pick up,,11/10/2018,2300,,,Bag,Burn,Bag,Compose,Plastic bag,Yes,7,Sunny,,8000,15000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,
SHR08_Van,14.564,yes,1&000vt,Shefa Rural,10,,,,Buy,Buy,Buy,Month,30000,Rates,87.7563,Week,Own,-17.71330,168.29775,Work at ifira waff,From one small bag collection programme,263.2689,no bins but plastic and bag,1,3,Yes,Because they are faithfull to collect,124,4,,I would support because it will help a lot and also will reduce amount of waste in the community,yes,11/10/2018,4000,Week,,Taken by private collection,Burn,into the bag,through alone view side,4-5 bags,No,5,Windy,,10000,3000,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,
SHR09_Van,13.136,1 dollar,Monthly,Shefa Rural,,,,,Buy,Buy,,,,Rates,,,Own,-17.71330,168.29775,None,,,One,,6,Yes,,125,,I wan any company to remove my waste cause how the space is getting small,I will fully support this plan,Support,11/10/2018,,,,Into the road,Burn,Into the bags and to the road,Burn,Full,Yes& Leaves& grass and plastic,,Windy,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,
SHR10_Van,3.9,1 dollar,1&000vt,Shefa Rural,5,Buy,Buy,Buy,,,,Month,66000,Rates,87.7563,Week,Own,-17.71330,168.29775,Worker at USP (University of the South Pacific),Frm one small bag,579.19158,No bins but bags,1,8,Yes,Not so good ,126,10,,Will support fully and wish if this could happen,Support,11/10/2018,1000,Month,,Laying around,Into the bags,,Burn ,Full and 1 each week,Yes,5,Sunny,,10000,15000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,
SHR11_Van,2.984,3&000vt,3&000vt,Shefa Rural,5,Organics,,Clothes,Buy,Buy,Buy,Month,5000,Rates,17.55126,Week,Rent,-17.71330,168.29775,Council,,43.87815,1 x yellow bag,3,7,Yes,Not collected for last month& normally good,127,0,,Yes& support 10c soft drinks. Yes support levy.,Yes,11/10/2018,2000,Day,300,Burn,Burn (food to pigs),Yellow bag,Burn,1 Bag per week (Small),Yes,0,,,2000,2100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,
SHR12_Van,7.812,700vt,2&000vt,Shefa Rural,6,,,,Buy,Buy,Buy,,18000,Rates,,,Own,-17.71330,168.29775,Construction (Own),From the municipal truck,157.96134,1,2,,Yes,Sometimes when we are still bringing the bags out the trucks just run off,128,3.5,They should collect two times a week,It will be a good thing and a good plan. And I support it because at the end of the day no body collects and it all becomes waste. So please do so and we will support it.,Yes would be very good,11/10/2018,2000,,,burn,all into the bag,into the plastic bag,all into the bag,1 plastic full,No,0,Windy,,,3000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,
SHR13_Van,5.62,Support 10 cent return. Yes agree on a waste levy. A garbage truck every week to take the garbage away.,100vt per weekYes,Shefa Rural,,Grow,Shop other,Buy clothes,,,,Month,13500,Rates,17.55126,Week,Own,-17.71330,168.29775,Rest Worker,,118.471005,Carboard box,1,4,Yes,Not concistant with collection,129,0,No,,,11/10/2018,500,Week,,,Pick up (Palm leaf bag),,Burn,,Compostables,0,,,2000,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,
SHR14_Van,5.208,300 to 500 per yellow bag,Unknown,Shefa Rural,5,,Love to grow. Have to buy& no land to grow ,clothes,Buy,,Buy,per month,1040,Rates,87.7563,Week,Own,-17.71330,168.29775,Driver (Transport)& Administration,,9.1266552,None,2,8,No,Collection& Not been regular lattely,130,1.5,Proper secate place to put rubbish. Bin provided,Support - 10 cent. Unsure about a levy system. Good changes to clean up island,Yes,11/10/2018,800,Week,,Yeloow bag/ burn,Yellow bag/ burn,,Yellow bag/ burn,,Yes,14,,,10000,10000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,
SHR15_Van,0.634,,,Shefa Rural,,,,,Buy,Buy,Buy,Month,30000,Rates,175.5126,Week,Own,-17.70803,168.30023,Work at the Itira Company,,263.2689,None,1,10,Yes,,131,10,,Yes because were else would I put the waste so we will fully agree to spport,,11/10/2018,3500,Week,,Burn,Burn,Burn,Burn,,Yes,,Sunny,,20000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
SHR16_Van,0.807,100vt is ok,1&000vt,Shefa Rural,7,Grow,Shop,,Produce,Buy,,Solar,25000,Rates,8.77563,,Own,-17.70803,168.30023,Business owner (Builder),Neighbours and radio,219.39075,,1,2,Yes,The service is good,132,0,All rubbish regardless of bag type be collected together,Yes. Good to help with income and reduce pollution around Vanuatu,Yes,10/12/2018,0,,,,Bin,Bin. Yellow bag,Garden Compost,,Only leaf,3,Sunny,,1000,2000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
SHR17_Van,2.306,20vt/ bag,500vt,Shefa Rural,2,Market,Store,,Buy,Buy,,Month,10000,Rates,61.42941,Week,Lease,-17.70694,168.30042,Prive business/ Work,They just looked us and called the private company,87.7563,,1,6,Yes,No info and didn't know about the service,133,7,Put notices around to inforrm locals of these services more info is needed to be Provided,Yes. Helps make income. Would like to have municipel service 2 times/ week. Plenty of people buy the yellow bag but the service doesnÂ’t come enough,Yes,11/12/2018,500,Week,,,,,,Full,Leaf,6,Sunny,,7000,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SHR18_Van,4.158,100vt,500-1&000vt,Shefa Rural,8,Market,Gron,,Buy,Produce,,Month,35000,Rates,52.65378,Week,Own,-17.70694,168.30042,Private business/ Shop& construction,,307.14705,No bin& only bag - 1 bag/ week,2,5,Phone radio,Private: 100vt is cheap for them& comes everyweek and leaves no rubbish ,134,1.5,Set Aside one spot for the community for the collection to pick up from all at once. Rather than a 'Here and there' kind of system,Yes. Good to help generate a little bit of income. She thinks its good to have the maunicipal come around for the use of larger bin bags and to also hear the concerns of the locals. Private collection bags are too small. 2/week collections will help reduce waste and to stop or reduce burning of our burnables,Yes,11/12/2018,1200,Week,,Burn& bin,Bin bag,,Burn& compoast,Full,,,Sunny,,6000,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,
SHR19_Van,8.652,100vt,3-4&000vt,Shefa Rural,5,Market,Grow,Supermarket,Buy,Produce,Buy,Month,50000,Rates,8.77563,Week,Own ,-17.70561,168.30181,2x Private business& Department of corprtive ,In person at house ,438.7815,No bin uses plastic bags/ nets,3,6,Yes,Sometimes takes too lon to collect. Having to care for pick up.,135,10,On collection day do two collections. One AM and one PM. If they miss it& the rubbish stays too long,Yes& Good to look after environment everything gets recycled or reused environmentally friendly. Would like contact NO. of municipal or private companies so that if the rubbish collection is delayed or missed they can contact someone to collect it ooner ahter than later. You can buy a roll of bags for 500vt and get 50 in the roll,Yes,11/12/2018,12000,Day,3000,Recycle corp sometimes& Bin bag,Municipal Bags,Municipal bag,Compost,Full/ overload,Yes& Carton& plastic sometimes,16,Raining,,1000,21000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,
SHR20_Van,25.33,50vt,400vt,Shefa Rural,,Market,Grow,,Buy,Produce,,Month,35000,Rates,8.77563,Week,Own,-17.70561,168.30181,Security,,307.14705,1 bag/ month,1,5,Yes,,136,,,Yes& to improve the use and control of plastic,Yes,11/12/2018,1000,,,Never get rid of ,Bin bag,Dig or dump on toilet (Long drop),Pig,Full ,,,Sunny,,1000,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
SHR21_Van,6.879,100vt/ bag is ok,2&000vt,Shefa Rural,1,Market,Supermarket,,Buy,Buy,,Month,40000,Rates,43.87815,,Own,-17.70561,168.30181,Australia Picrer& Digger,,351.0252,,2,6,Yes& Phone radio,never comes,137,4,Regular services and education,Yes. Income purpose are a bonus. The truck for collection never comes so they stopped using it and went back to just dumping their rubbish,yes,11/12/2018,3500,Week,,Over the fence to the road,Over the fence to the road,Long drop toilet hole,Burn& Pig,Overload,Yes everything together,2,,,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
SHR22_Van,10.254,Yes& Some can't sell the bottle for cash& good for small person,Yes,Shefa Rural,,Market ,Grow,,Buy,Produce,,Solar,35000,Rates,8.77563,Week,Own,-17.70561,168.30181,Security,Little from neighbours,307.14705,0,1,7,No,Need the trucks to come more than once a week,138,1,500vt,,50vt,11/12/2018,0,Day,300,Burn,Burn,Long drop toilet hole,Pigs& burn,Half full (Small amount),Yes& everything ,0,Sunny,,1000,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,
SHR23_Van,23.772,100vt/ bag is ok,Should be free. Like the private co. 'Wansmolbag',Shefa Rural,2,Market,Shop,,Buy,Buy,,Month,100000,Rates,8.77563,,Own,-17.70561,168.30181,House keeper& Manager  poinrdware& Receptionist,In person& she is community head and passes on info,877.563,,3,6,No,Always complain about the treatment of rubbish spilled in pick up  process,139,,Have community meetings w/ company to discuss proper practice methods& local engagement,Yes. Help people who could use the extra income. There is a little shop more that gives children a small amount of money in return for PET drinks does it for the community. The service is inconsistant and not that good when is does happen. Rubbish often scattered on the street because of garbage men recklesness,Yes,11/12/2018,15000,Day,300,w/ bin bag rubbish,Bin bag,Bin bag,Compost,Full,Yes& leaves,2,Cloudy,,1000,2100,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,
SHR24_Van,10.332,50vt,3-400vt,Shefa Rural,3,Market,Grow,Supermarket,Buy,Produce,,Solar,100000,Rates,30.714705,Week,Own,-17.70561,168.30181,Builder& Bar/ Restaurant& Livestock department,Saw the trucks,877.563,No bin& just bag 1/ week,3,5,Yes,Sometimes comes& mostly not,140,4.5,Does'nt know,Yes. Better for them (Incentiue) to recycle,Yes but its still plastic,11/12/2018,0,,,,Bin Bag,Bin bag,Pig& Compost,Full,No,,Cloudy,,3500,2000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
SHR25_Van,9.142,100vt is ok,1&000vt,Shefa Rural,4,Market,Shop,Grown,Buy,Buy,Produce,Month,30000,Rates,48.265965,,Own,-17.70561,168.30181,Builder x2 ,Heard from neighbour,263.2689,No bins& 2 bags/week,2,13,Yes,Infrequent collection,141,13,Don't know,Yes,Yes,11/12/2018,5000,Day,1000,,Bin bag,,Compost,Full,Yes& Leaves,10,,,5500,7000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
SHR26_Van,6.65,100vt ok if it could fit everything 50vt for all else. Some people can afford 100vt. Only Rich people). Most need 50vt or less.,400,Shefa Rural,9,Market,Supermarket,,Buy,,,Solar,70000,Rates,30.714705,,Own,-17.70561,168.30181,Bus driver& Store keeper,Just follows what his community says,614.2941,No bin& only bag& 1/week,2,6,Yes,Pick it up& better than the previous years,142,7,,Yes& Never see plastic bottle waste or large waste where it shouldnÂ’t be. Bigger salary for waste workers means all sectors would improve. Rubbish men picking up the bags have improved and he thinks this must be because theyre getting paid better so they care more.,DoesnÂ’t reduce plastic. No. bag too small& some rubbish doesnÂ’t fir,11/12/2018,0,day,300,,Bin bag,,Compost& Burn,Half full,Leaf& plastic& cardboard& tin,12,Sunny,,3500,2100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,
SHR27_Van,2.82,100vt is ok,500-1&000vt,Shefa Rural,10,Market,Grow,Supermarket,Buy,Produce,,Month,150000,Rates,52.65378,Week,Own,-17.70491,168.30262,Teacher& Taxi driver& House carer& construction,In the shop,1316.3445,1 bin,4,9,No& only TV,Always taken and always clean,143,10,Currently 1 day/week would like 2 days/week,Yes,no. wants a large reuseable bin instead,11/12/2018,10000,Week,,Bin out front of house,Bin bag,Bin Bag,Burn& Compost& Bin bag,Full,Yes plastic& leaf& food scrap.,10,Raining,,6000,1500,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,
SHR29_Van,1.84,50vt or less,up to 5&000vt,Shefa Rural,5,Grow,Market,Supermarket,Produce,Buy,Buy,Month,100000,Rates,43.87815,Week,Own,-17.70220,168.30490,Shope owner,in person,877.563,3,1,5,radio and TV,Sometime it takes a month to come for 'engine problem',145,10,Provide bin bags or big bina for people also seregate bin options (Recycle& green& gender),yes,yes,11/12/2018,2000,Day,500,Rubbish collection spot,Bin Bag,Bin bag,Compost,Full,yes& Just leaves,5,Raining,,5000,3500,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,
SHR30_Van,6.4,100vt,Monthly,Shefa Rural,10,,,,Buy,Buy,Buy,Month,32500,Rates,87.7563,Week,Rent,-17.70220,168.30490,Bus driver,,285.207975,1,2,6,,because,146,2,There should be more recycle company,I support this plan and I want this to work,Will support the idea further,11/12/2018,5000,Week,,road,compost,road,Compost,Full,no,,Raining,,10000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SHR31_Van,5.178,Yes,would like to recycle,Shefa Rural,,Grow and &arket,Supermarket,Buy clothes,,,,Month,90000,Rates,87.7563,Week,Own,-17.70220,168.30490,Carva Bar/ Other,,789.8067,No uses old plastic bag,6,11,Yes,No always picked up,147,2,On the day suppore to ,support a levey system. Would like to have recycling stop rubbish being thrown on the streets. Clean up Vanuatu,50vt to 100vt per week,11/12/2018,9500,Week,,Private pick up/ burn wood,Burn and private pick up,None,Comst and burn,,,3.5,Raining,,10000,3000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,
SHR32_Van,1.326,100vt,100-1&000vt,Shefa Rural,10,,,,Buy,Buy,Buy,Month,30000,Rates,21.939075,month,Own,-17.70220,168.30490,Security woman,,263.2689,1,1,,No,Because they collect each week,148,3,Sometimes the are there too long and when it smells the dogs tear the bag - thus should collect 2 times a week week or 3 times,I reallly support their plan I wish if these could work& because there are many rubbish laying around the area - I support fully,Yes,11/12/2018,3500,week,,Into the bag (Yellow bag),into the bag (Yellow bag),Into the bag (Yellow bag),Into the bags (yellow bag),Full,No,5.5,Rainy,,2500,5000,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,
SHR33_Van,4.856,50vt per bag,1&000 per month,Shefa Rural,,Food from market,,Cloths from the shop,,,,Month,200000,Rates,4.387815,week,Rent,-17.70220,168.30490,Bar work,,1755.126,1 bag,2,5,No,Sometime miss to pick up,149,1,,Suuport levy. It is good that all platic goes in one bag to take it away. Makes the island cleaner,Yes,11/12/2018,1000,Week,,Pick up private,Yellow bag and burn,none,Compost and burn,Full,Yes,24,Raining,,500,5000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,
SHR34_Van,8.502,50vt to 100vt,,Shefa Rural,,Markets and grow,Super markets,Shop for clothes,,,,1 month,,Rates,65.817225,Two weeks,Own,-17.70133,168.30685,Export,,,none,2,4,Yes,None,150,,No he thinks that the service is important,Support levy. Would support cleaning up the islands,Yes,11/12/2018,3000,Two weeks,,Private pick up,Burn and yellow bag,none,Comfort and burn,Yes,Yes,4,Rain,,7500,2400,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,
SHR35_Van,1.638,1 dollar/ 100vt,monthy and about 10&000vt,Shefa Rural,6,,,,Buy,Buy,Buy,Month,40000,Rates,175.5126,Week,Rent,-17.70178,168.30683,Taxi driver,,351.0252,1 plastic bag,,,Yes,Collection not good,151,5,They should colelct 2-3 times a week,Please make sure this happens& because as a taxi driver I will be more happy to tell any tourist how clean my town and area is. Make it happen quckly,I will spport because it will be nicer to see the city and area clean,11/12/2018,4000,Week,,road,road,road,Compost (Put around tress and slowers),Full,No,10,Raining,,20000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
H28_Van,10.652,100vt depending on the size of the bags,Any amount they given me,Port Vila 2,5,,,,Buy,Buy,Buy,Month,,User Pays,122.85882,Week,Own,-17.71971,168.31609,Carpentry,,,1,,7,Yes,Because some times they don't come,152,3.5,They should collect and not to miss a day because when they donÂ’t collect it smells,Support,I will support this idea,14/11/2018,3000,Week,,into yeloow bag,Take to the landfill by me,,Yellow BagsYellow bags,Full,,5,,,14000,3000,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
H27_Van,7.124,1 dollar,any amount available,Port Vila 2,10,,,,Buy,Buy,Buy,month,75000,User Pays,131.63445,Week,Own,-17.71975,168.31561,Bus and works at the fuel company,,658.17225,2,1,5,Yes in the car,Service is good ,153,,we should introduce some more other plastic so that we can separate our waste and who ever respansible for which typed waste comes and collect,support,Yes,14/11/2018,6000,,,remove by myself to the land fill,into bin Yellow,into yellow bag,Into bin (Yellow),full,no,5.5,Sunny,,15000,500,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
H26_Van,2.824,100vt,Any amount,Port Vila 2,10,,,,Buy,Buy,Buy,,,User Pays,70.20504,Week,Rent,-17.71483,168.31446,Work and Private business,From the TV,,2,2,7,No,Collection is much better than before,154,2,,support,Yes will support for good competition,14/11/2018,,Week,,into yellow bag,into yellow bag,into yellow bag,into yellow bag,Sometimes full and sometimes halffull,No,5,Sunny,,8000,5000,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,
